Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,High Value,249.7562665780297,288.9099860067816,86.20852565988407,100.0,No
Treatment,High Value,260.01177303249534,399.36478877513935,81.71460414060027,73.30930857191949,Yes
Treatment,High Value,190.88466332892023,291.7927118012836,100.0,100.0,Yes
Treatment,High Value,212.6432878846928,326.6441933652468,96.61779307612612,97.33369640114984,No
Treatment,Low Value,225.59324387457897,349.3896545239461,53.06238386597088,52.664400941571074,Yes
Treatment,Low Value,184.61193730352025,280.5547438821817,39.04710003820084,49.629988,No
Control,High Value,317.60273442252765,376.2884835436297,93.74259570211018,100.0,Yes
Control,Medium Value,213.2545791,251.2526139396044,72.25246990749723,80.77796235523712,Yes
Control,Medium Value,240.63650222383248,284.27143533680464,72.40623471782982,85.82552256227265,No
Control,Medium Value,179.66270323238894,217.66105537377905,56.59808092939561,63.69998440594209,No
Treatment,Low Value,150.84494021261705,236.36668650194147,48.99290057772691,71.50594132176245,No
Treatment,High Value,280.33389874970726,433.7936140969271,100.0,100.0,No
Control,Low Value,104.43044723197424,132.78887158579758,54.28202571528703,49.69598188035345,Yes
Control,High Value,218.99282301041924,257.4740056393241,68.62125326687975,76.16308955653267,Yes
Treatment,High Value,140.73128940494246,231.86000584592293,82.61448704,86.94115893697906,No
Treatment,Medium Value,220.3151646841244,347.10138365435523,68.12610913598807,77.78432877799447,Yes
Treatment,Medium Value,197.4481072525424,302.7812648741837,69.59748002059834,63.615490957740896,Yes
Treatment,Medium Value,173.09617871720818,259.33250276632145,64.02377673174978,64.10903676410653,Yes
Control,Medium Value,211.3538395841368,255.8822927765561,74.66605221864876,77.51724535176302,Yes
Treatment,Low Value,126.01128282970916,196.1767210882783,66.06959897657504,61.66891220020864,No
Control,Medium Value,223.3206507908388,256.8069403631171,67.07350642304614,70.48913853,Yes
Treatment,Medium Value,127.57291105068676,194.62210536402984,61.58707848495511,46.32852678927463,Yes
Control,Low Value,152.51688319877667,181.9867767145425,57.53618729514791,67.25955803058757,Yes
Treatment,High Value,238.9314568891443,375.8968604625672,87.56157711617378,88.63121213377399,Yes
Treatment,Medium Value,245.39201476265129,374.2560624201698,77.32702556001931,76.78966587210299,Yes
Treatment,Medium Value,230.34934914511808,350.0619596320764,90.14105088205112,100.0,Yes
Treatment,Low Value,214.5428759551841,334.89672669401074,60.97950028165144,67.74901610319442,Yes
Control,Medium Value,229.55984788390776,276.9777846949678,77.18738047,79.87432962,No
Control,High Value,216.2075619400174,265.4667655908999,82.68842268673555,82.95489482275563,Yes
Treatment,Medium Value,303.0252381560159,478.7176604869308,87.29994874122059,96.07410374124252,Yes
Treatment,Low Value,225.8193781760335,336.5333764015824,66.95789474527078,76.0,Yes
Control,High Value,217.77004519892392,247.25255190095265,96.21247550140488,100.0,No
Treatment,High Value,172.14210093624956,244.38016254183532,76.81971197332841,93.509809392346,Yes
Treatment,High Value,162.2895397074031,244.20465151576724,80.27907529862539,66.87839970576074,No
Control,Low Value,185.17929108817583,224.9328648559228,42.67808138907706,38.55818801875692,No
Control,Low Value,182.1340623950473,215.9534989700495,61.488219015446525,62.00607030252175,No
Control,Low Value,261.4938981483201,313.8887060414814,58.71252247927191,51.70323028778794,No
Control,High Value,160.71314343821757,177.7564526627635,87.49736770466568,96.2341377574018,Yes
Control,High Value,225.32170343346573,262.82092094021306,76.67876546803608,100.0,Yes
Treatment,Low Value,191.35046113411457,293.3774090822648,55.97189965523908,72.85636513314948,Yes
Control,Low Value,245.98639553621027,291.5676708381688,54.63117076038689,63.38757309739245,Yes
Treatment,Medium Value,228.6478164355084,333.56323899573067,60.439038852213805,55.57583366931004,Yes
Control,Low Value,136.76140927906107,161.53793058838224,37.77873567597009,62.77163279101055,Yes
Treatment,Low Value,192.5296913928008,303.3339811288812,51.57183904939899,49.83849898756149,Yes
Treatment,High Value,329.1403143660904,503.9947796,95.5962513172336,90.2111034,No
Treatment,High Value,286.0072393414736,446.0690344455662,88.57839272029177,100.0,Yes
Treatment,Low Value,198.2108908206073,315.21729193209694,58.46903662641102,69.27665829006934,No
Control,Medium Value,186.8737952619485,219.1572936210464,87.34177635468683,87.55567927613191,Yes
Treatment,High Value,347.7850282749027,550.7094767585672,87.30615593793404,90.99886779712448,No
Treatment,Medium Value,312.9291147003884,476.2260007550692,70.24902619495936,82.00024929009415,Yes
Control,High Value,220.5677720531528,259.53080570755685,86.58473103637252,95.61952992065142,Yes
Treatment,Medium Value,244.5012349588194,381.5942309209584,78.16355628777956,75.51809335306416,No
Treatment,Medium Value,300.2990304,471.89652340697126,72.57053842984467,76.66489768555293,No
Treatment,Medium Value,156.31036438403908,245.50211994805,65.11108379151464,61.27319221604683,Yes
Treatment,Medium Value,278.0236188070703,433.8780135496985,75.91857222542002,77.32381591,Yes
Treatment,Medium Value,172.5654863,274.16196344243053,80.39191993888954,68.70497119887791,No
Treatment,High Value,236.6342901273833,365.4427282579188,96.05858145081348,100.0,Yes
Control,High Value,180.27367073767977,205.92940235994988,94.321740629755,95.73016493023738,No
Treatment,Low Value,279.12235592964475,435.791545409924,47.08395838759333,53.13308896277002,Yes
Treatment,Medium Value,220.8728314605098,336.6596208632329,85.43459751614309,100.0,No
Control,High Value,346.17818594608855,409.6066030674933,74.36744130212978,64.48940164665824,No
Control,Low Value,185.9904003334245,221.97686882185243,56.94409625841479,57.46802141562753,No
Treatment,High Value,190.2727512760497,299.81087632080585,77.23243157044764,77.91984487724805,Yes
Treatment,High Value,149.3744133,238.36276839681423,82.41662094700989,69.57997667812286,No
Control,Low Value,177.60036999434206,212.79855616853948,44.249700846347096,53.32273262299677,No
Treatment,High Value,217.9766188574268,343.62136070003805,66.75782721412773,90.53893035472484,Yes
Control,Low Value,230.8557357003829,272.4196190607958,52.36760276242533,52.02255633129912,Yes
Treatment,Low Value,152.67190416571583,231.36367864747209,54.197013877216925,67.67837964036134,Yes
Treatment,High Value,289.8625810144237,461.93989802890206,70.24902619495936,100.0,Yes
Control,Low Value,183.8528509063156,225.07748458315453,54.15481750256424,42.43138103741144,No
Treatment,Medium Value,228.33880988015176,348.1276397940615,76.36142739029273,97.92790330316318,No
Treatment,High Value,218.767329120068,332.5731467468576,65.70411385767609,92.15883999920688,No
Control,Low Value,267.39793525477927,316.84632150673184,56.48511993974165,62.57517234110628,Yes
Treatment,Low Value,253.09011822478888,390.34613030441193,47.37401311839174,43.40169146951235,No
Treatment,Medium Value,112.44374654753408,185.9863254134413,87.60934364047147,87.61108927874317,Yes
Control,High Value,179.87604928532625,219.7027055647192,95.67036004,100.0,Yes
Control,Low Value,153.8927023367753,182.5387289,32.58511618514546,22.72984004,No
Treatment,Medium Value,188.26890414547367,285.2541467261698,72.88397607164991,81.86834993398968,Yes
Control,Medium Value,205.32043128828727,256.8474938590075,64.01900054317355,83.15385168133696,Yes
Control,Medium Value,135.68710339717484,155.3492911000324,56.20107757807709,59.85945509300555,Yes
Control,Medium Value,170.70258518093095,205.13426778130204,62.556984945168864,68.83683147701107,Yes
Control,Medium Value,300.4580978,346.95071925487747,80.11145753800861,96.79773471309277,No
Control,Low Value,208.23366647750208,242.219545453448,48.57199781640671,46.13101475178939,Yes
Control,Medium Value,223.8225231976969,254.9215946687892,68.56571685514062,64.38784560555075,No
Control,Low Value,128.67488839417445,156.89221590309734,47.22395675472789,57.832957363015694,Yes
Control,Medium Value,262.69730987491295,320.7811085754291,84.28819837786705,78.54656978826299,Yes
Treatment,Medium Value,222.9536195,341.1863766388932,79.47348840267964,71.16129553,No
Treatment,Medium Value,232.86257883970208,367.7990853794346,67.45341566,66.07401595251282,No
Control,High Value,197.47750808997029,239.02208232855568,94.75079901031322,100.0,Yes
Treatment,Low Value,223.0854149299169,349.4244000742204,59.15384138310074,76.0,Yes
Treatment,Low Value,168.63920325681497,257.84959038433976,45.61640690421987,49.82881530267504,No
Treatment,Medium Value,231.1142685560825,355.7489499005487,72.09768853702275,81.67388543,Yes
Control,Medium Value,161.24285099172602,199.62809988656005,61.54858033460578,63.59451991652797,No
Control,Medium Value,256.67662604004033,314.5635561283457,86.07667917,97.91635027667547,Yes
Treatment,Low Value,190.4340289503692,300.3899028286908,44.22969061180101,47.20999789,No
Treatment,High Value,247.35890601744657,397.8309965457165,84.50321875379431,94.33104943083065,No
Treatment,High Value,224.1696550692914,337.5832039297872,78.70935350186983,75.41696749267113,Yes
Control,Medium Value,215.3638714947002,253.4986213552217,52.698142644294975,51.608407133953385,No
Control,High Value,270.4994340281296,314.39840607229775,100.0,100.0,No
Control,High Value,231.0584971006295,272.2458796613564,98.26277193620092,96.07877015,No
Treatment,Medium Value,189.3791765450454,297.5223209638963,81.15175646132907,71.53976421839575,Yes
Treatment,High Value,169.06305313064416,258.02247335248376,58.203025362355454,73.34771553578538,No
Control,Medium Value,129.50065285208012,145.14014324321107,78.15397446683629,64.50321704817112,Yes
Treatment,High Value,224.24087574142217,346.6071812079758,100.0,100.0,Yes
Control,Medium Value,290.7450851245945,354.9560033,65.34838678061848,74.41778817,No
Control,High Value,270.10131473260986,315.4405039791309,97.7515369672904,100.0,No
Treatment,Low Value,237.0115314360732,361.14739009215896,47.72744663182367,37.05131560080248,Yes
Treatment,High Value,234.13456173325125,369.5486201428543,84.91287521707737,83.11956926972054,No
Control,Low Value,116.78416293526917,132.6673589420809,49.19475965579601,56.48279335429794,Yes
Control,Medium Value,205.52440795963832,245.2591260361208,74.00727545504854,84.85521750611088,Yes
Treatment,Medium Value,176.56208292255707,275.70639082368206,74.48040034,93.84733771035684,Yes
Control,Medium Value,283.58131488409583,335.84861337315755,68.22894118195406,92.79931569589502,No
Treatment,High Value,114.97468016137924,171.50847513408772,86.38188259054058,81.31302435923568,Yes
Treatment,Low Value,220.2602593248859,339.2378686719848,64.70254139598784,65.15471968997427,Yes
Control,High Value,176.70980485828196,203.06205845802788,84.74626974366296,65.73877868256025,Yes
Control,High Value,162.97757415358922,196.44737586579373,100.0,100.0,Yes
Control,High Value,245.3187750923338,302.3066227972434,95.39344094,91.43901179040309,No
Control,Medium Value,252.36126772921983,305.8496014216684,71.83244936,90.45647401534782,No
Control,Low Value,171.5407255667271,209.6341149878679,67.71752669153342,70.01874219572824,No
Treatment,Medium Value,195.4949572009011,290.46195387612744,81.45310035866427,78.38858743,No
Treatment,Medium Value,148.48997323465767,239.2353558291468,77.00837400914502,63.42748789816415,Yes
Treatment,High Value,248.2418117614349,395.39176745760494,94.27558231,100.0,No
Control,High Value,188.6284423311737,227.30978854209351,86.71297099280666,100.0,Yes
Control,High Value,252.52349377260467,307.16114620321224,85.97588630652287,50.72086957261647,Yes
Treatment,Medium Value,231.63699854110413,372.1030929322643,63.50181961073476,50.304871047677565,No
Treatment,High Value,163.48257478997138,247.7821904821272,89.08988708024926,82.54558884854482,Yes
Control,High Value,303.56968612261755,359.1796229145529,86.19034369392296,100.0,No
Treatment,Low Value,198.40794148027868,311.01428254525683,60.46934700975371,67.90742589734053,No
Control,Low Value,158.99243348869695,182.95942757358057,64.17425435359864,68.68912288199351,Yes
Control,Medium Value,162.4035759960256,189.75380703820093,84.37187818174344,78.18465907367441,No
Control,Medium Value,242.1310722051273,292.6219437975505,72.83937254553418,92.4396192374672,Yes
Treatment,Low Value,168.20538534466414,258.63159597638355,56.35020673420829,44.55731373201924,Yes
Treatment,Low Value,137.40912704341216,206.82040017611973,52.585981095387766,67.39848402823638,Yes
Control,Medium Value,240.33839672854504,303.8925953675697,68.19061264113023,63.82634176750853,Yes
Control,Medium Value,217.00029392514784,272.4821652604662,56.18418469812466,80.49711361435699,No
Control,Low Value,256.15335901728434,301.8955140836635,47.025204258063056,56.21395111190986,Yes
Control,Low Value,196.6720707,237.8089131010124,59.36803067544815,65.46067222009445,Yes
Treatment,Low Value,157.80467738294547,246.3593024,50.00261246755025,68.42278708621278,Yes
Control,Low Value,205.1238862148456,243.5894019395929,57.05829895510944,52.78534999929699,Yes
Control,Low Value,78.58674326792935,92.41773520663762,76.0,36.97301631977688,Yes
Control,High Value,223.28565491560872,275.15897315892965,68.90180218764252,70.71943058602045,Yes
Control,Medium Value,178.47763197240732,215.4572495625012,78.60764328604797,78.74170076005953,No
Control,Medium Value,164.05187943246708,194.08638235750445,87.68595007135391,88.99885217717365,No
Treatment,High Value,246.4301777982837,391.0026213912395,85.19094306364664,100.0,Yes
Treatment,High Value,295.00982623585514,441.4055273138073,60.96154786963032,67.45108557995471,No
Control,Low Value,184.6230842218499,213.47223225469068,59.49939679721529,72.86522035781475,Yes
Control,Low Value,225.72806194594256,265.94401163876904,56.78172619274234,67.90694793315963,Yes
Treatment,High Value,163.0847570060998,253.44695093533244,88.61141286,90.16264139497368,Yes
Treatment,Medium Value,194.7126556819736,298.56846284931925,65.50107257686848,80.03887529063218,Yes
Treatment,Medium Value,248.8122485308184,384.3708148231419,57.98888211348218,38.540760963625694,Yes
Treatment,Medium Value,241.0361389684168,364.8085730242317,74.96707194320592,82.45906391872903,No
Control,Medium Value,219.8300453067376,256.5082074009453,73.38770106738268,87.03361109,No
Control,Low Value,175.82736194526507,212.6011136760616,64.28059577989978,73.92144865,No
Control,High Value,239.6880172524284,286.8939073822022,88.76849306082617,77.91318676,Yes
Treatment,Medium Value,178.99100276872574,280.8633999526677,56.371287333559934,81.25788972230426,Yes
Treatment,Medium Value,172.44855779586436,268.3160743779964,51.65923746034015,48.27910532,No
Treatment,Medium Value,173.8829277600907,276.1402221172169,76.99582492746427,88.64855505426749,Yes
Treatment,High Value,186.5996466637685,276.3604919304106,100.0,100.0,Yes
Control,Low Value,183.73971094314047,220.65052386358548,51.881338479316334,69.34142223131279,No
Treatment,High Value,252.95702319122472,393.15111745740194,70.24902619495936,90.74546621151312,Yes
Treatment,Medium Value,206.7585279062907,321.9618974653351,55.76143612134885,67.53856907,Yes
Control,Low Value,128.38364555769598,152.29993453285897,51.62518831383324,56.489763172328914,Yes
Control,Low Value,107.74358854417964,127.38369698042727,56.39830772103414,59.32764839581845,No
Control,Medium Value,187.7337003308305,225.7629071208602,54.44903778652384,52.82180578803826,No
Treatment,Medium Value,226.2083645896115,357.2964858152413,53.28299304475288,57.500141684674205,Yes
Control,Medium Value,108.30231907814756,131.78246386118937,67.78607970892786,75.20132874377985,No
Treatment,Medium Value,215.7562249000729,334.1532325061618,76.38186960305042,81.39306872645123,No
Control,Medium Value,137.83950464082668,160.67983850732176,53.241979930595214,60.27082415292532,No
Control,High Value,274.1625436625622,321.9032954784051,77.75859058,92.55843023,No
Control,Low Value,216.5383463,252.5505936092125,53.10629320872937,67.17894172,Yes
Treatment,High Value,212.68127603305007,329.1467904113524,91.6143779403388,73.92144865,Yes
Control,Low Value,128.8563768809219,154.3189224,62.48742283463677,60.17273909,Yes
Control,High Value,320.94848660432353,381.2586841549282,87.77418073,78.62670025460086,No
Treatment,Medium Value,165.64362614432878,254.2645696664976,68.69154472173689,71.16654525,Yes
Control,Low Value,213.14612325584665,262.0675299,50.31231820686776,64.03297577,Yes
Control,Medium Value,203.84622026439388,243.7668889196661,58.155411018823344,69.87915781,No
Control,High Value,209.3981725545392,240.25471890687888,100.0,100.0,No
Treatment,High Value,204.94587025842748,322.7645575304533,84.25995666286609,98.54170681564968,No
Control,Low Value,215.92282491914605,261.6146473709891,47.99904510997119,53.01035363109085,No
Treatment,Medium Value,224.2131748950132,341.7180132394402,58.967127282753545,65.80246416,No
Treatment,Low Value,164.43567888674377,253.5011664,51.202675145545584,61.26068457,Yes
Control,High Value,179.65699753509867,205.76608120454512,98.01936927960756,100.0,No
Control,Medium Value,208.10092350435684,250.49183,72.04648999865155,70.71568747785568,No
Control,Low Value,97.5392628310586,118.77246126017752,47.740963532084585,45.77855511411685,No
Treatment,Low Value,131.71406753004624,200.75315740731912,60.17786876329565,63.928659921979424,No
Control,Medium Value,251.41861922209765,308.8145300078804,74.03980332364227,53.57972315433992,Yes
Treatment,Medium Value,302.4744334853976,470.4953223033044,66.16187797104418,90.99174062037348,Yes
Treatment,Low Value,158.48329647705492,241.2511676562111,38.68131171731461,39.73848773393552,Yes
Control,Low Value,92.71476422181986,112.65533003033956,76.0,76.0,No
Control,Medium Value,204.8445495709284,262.4168938967155,47.29350274406661,73.92144865,Yes
Treatment,Low Value,160.71242052263716,244.1731086934659,54.48434897742902,66.91293491,Yes
Treatment,Low Value,134.43346105564444,196.86329849869017,65.64399608187814,72.73347420004609,Yes
Control,Medium Value,159.82557881120516,196.20267916887173,61.83838552436976,62.10780523988413,Yes
Control,Low Value,196.86253341714863,235.16384453764363,44.495253219481214,57.97075866222333,No
Treatment,Medium Value,199.54068857896348,310.33935848984686,66.44433615443869,66.37458045743158,Yes
Treatment,Medium Value,111.90362547212264,167.49389205828496,69.7112841,61.33287062217404,Yes
Treatment,Medium Value,82.83412115895851,122.04298240061844,71.07601562,96.29340836188992,Yes
Treatment,Medium Value,201.7404755956586,313.92904659833306,58.52091782432451,53.20198325746358,Yes
Control,Medium Value,214.24039404382123,265.1773713205714,81.69703599912361,71.24898777770208,No
Control,High Value,270.9137809560946,328.1062468092215,88.87711888534072,100.0,No
Control,Low Value,171.2482170670516,201.8227783107812,46.91186311902944,48.54188347033137,No
Control,High Value,194.68192424533288,228.7844986487881,80.43778188693568,85.17915240091753,No
Treatment,Medium Value,182.6471189038536,279.4184971016059,65.20674373876997,73.03048886631657,No
Control,High Value,101.31852646988553,118.11135170326256,80.25336924,92.98338406357576,No
Control,High Value,137.40584259242266,161.6615710914997,91.88602630515808,100.0,No
Control,Medium Value,292.68755403804875,348.218475425368,57.16547166808693,74.22209001105341,Yes
Treatment,High Value,223.7147612417621,332.5102503864508,95.82692669064949,91.99330824,Yes
Control,Low Value,128.38715639633918,142.65983710360274,58.46440810496527,63.85589347650187,Yes
Treatment,Medium Value,133.52456338846494,186.6384918642669,61.03106080485746,66.09104239259902,Yes
Control,Medium Value,254.48416110207688,311.6109194410699,78.01235951578711,80.59497435481092,No
Control,Medium Value,162.17927384078845,191.73444267534208,83.30287703,84.10306160809762,Yes
Treatment,High Value,268.9500931848732,417.5515864891173,87.31641295355385,86.22113796477655,Yes
Treatment,Medium Value,257.36997091728034,411.0768261050516,78.5461757,85.36637973734166,Yes
Treatment,High Value,235.1936774144129,359.54452593348043,100.0,94.04683203,No
Treatment,Medium Value,160.17579511308753,246.3844997581667,64.95828880093437,45.19123689310146,No
Treatment,Medium Value,190.671303718928,293.9258765539193,70.50708803177444,79.69757692707196,No
Control,Medium Value,191.67664143816145,230.4467076521757,78.86169652992483,75.77231261979027,No
Control,Low Value,188.8952687644092,220.3068980986445,49.947199168366254,58.03747274087945,No
Control,High Value,194.5269616160032,244.8874167957065,100.0,100.0,No
Control,Low Value,209.5250345122633,253.1629079455548,50.36330202508037,46.017671228888126,No
Control,High Value,228.3703293894828,268.15600302064894,93.35657573732064,100.0,Yes
Control,Medium Value,244.78174126735817,293.0305301820918,72.49383119359042,51.37468150820195,Yes
Control,High Value,281.65932059081933,349.2782816438709,85.35123455501007,100.0,Yes
Treatment,Low Value,207.49459097312712,320.4618834386618,61.54796313467112,72.88542498534287,No
Treatment,Low Value,203.84622026439388,316.89695559556594,62.68102106385333,52.66118314379783,No
Control,Medium Value,169.26304050229027,207.17494397755533,71.34696602205763,72.24005264482547,Yes
Treatment,High Value,232.83097710130164,344.8503487101223,77.18422285332264,95.98365840760826,Yes
Treatment,Medium Value,218.25759342555844,334.09203427183405,74.56374143,77.03764411757537,Yes
Treatment,High Value,152.36925628862676,237.7746363123023,95.11034764992056,82.47454300270509,No
Control,Low Value,197.3204172973684,240.05780912031247,50.21784596323612,54.413228510770445,Yes
Treatment,High Value,283.2800875516317,455.4986052352272,100.0,100.0,Yes
Control,Low Value,220.3939810542608,264.63022992266895,62.49971472694361,66.07007942416172,Yes
Control,Low Value,146.52524819918298,184.2309796787648,48.07065635942134,64.43337613,Yes
Control,High Value,251.3214789273242,296.23479507360577,100.0,98.37313676698156,No
Treatment,Low Value,193.19088056912096,302.2731644,67.52192984,67.41030885747303,Yes
Treatment,Medium Value,281.5078873290551,436.04844933089873,99.90227757392093,98.04190331073607,No
Treatment,High Value,173.50386640385992,270.7297532431629,93.83438000079909,100.0,Yes
Treatment,High Value,182.40533119070125,285.5447516082468,82.56988164165813,93.04499838673344,Yes
Control,Medium Value,225.4168558265921,270.2691599100761,67.15126799806319,71.54738790434081,No
Treatment,Medium Value,223.5193530845015,343.96005109628373,84.61548055904926,82.99557766309132,No
Treatment,Medium Value,142.13561210195888,214.3648717091084,74.34608002765077,71.74651563268016,Yes
Treatment,High Value,261.76682307390587,411.0157952477703,92.04952931021492,100.0,No
Treatment,Medium Value,122.19480300244686,202.41535658615555,78.70217079882075,74.81014422385537,Yes
Treatment,Medium Value,156.83212473840751,240.7162940462204,57.61566371941977,78.80469491249863,No
Treatment,Low Value,209.8369088394964,324.2602139331457,64.31634765714499,63.55578396409758,Yes
Control,High Value,420.4022055,503.8244813118763,49.38945138,47.76091281445191,No
Control,Low Value,220.5241568562824,260.5525605909538,47.661763026108936,52.19378431827916,No
Treatment,High Value,178.41040394794825,269.2037759624238,84.81720320104914,100.0,Yes
Treatment,Medium Value,279.5739744842206,425.4141784897413,61.110384426439474,78.91171012810706,No
Treatment,Low Value,118.97608448618384,191.18664808570333,46.94189971747844,49.39176875197879,Yes
Control,Medium Value,230.9218005309388,280.0730177208256,79.64591542690603,90.56015276075524,No
Treatment,Low Value,198.36982778057592,322.92091518847,52.02130686259158,56.377407995636624,No
Control,Low Value,162.45158471939254,183.6627459729044,49.02148974463543,49.49184787287709,No
Treatment,Low Value,219.1355401793098,357.35120447859947,47.26338461271365,54.50290944465278,No
Control,Medium Value,200.95920622005696,238.57534268165983,78.36390334218639,84.6818784,No
Treatment,Medium Value,326.1035849,509.9222207591823,73.23653734088052,70.25642426,Yes
Control,High Value,82.87306930559733,91.98081127402313,93.10933482052948,83.03078952182044,Yes
Treatment,Low Value,154.5635117397351,248.93885277319205,59.13642685210891,65.39375609671995,Yes
Treatment,Low Value,173.0100225892614,259.6194485586345,38.79249135440035,48.75694936207438,Yes
Control,Low Value,132.71552401328728,163.47686815736296,45.42279346452443,38.464629939238144,No
Treatment,High Value,54.91769260779564,85.61197964426286,46.91014129362501,65.25624982417335,No
Control,High Value,186.641601589482,234.03640243308573,85.43012747946675,100.0,No
Control,High Value,217.3317443645986,262.07273066199275,80.16354295,91.1435373439374,Yes
Treatment,Low Value,169.86170829122898,263.1025962656091,56.02067854056816,62.17969448741949,Yes
Treatment,High Value,192.62061439774988,309.1701621056073,86.13936838,78.68170995511834,No
Treatment,Medium Value,167.07372183250587,262.39372901462406,74.29034721,78.86584100417456,Yes
Treatment,High Value,352.5165298504343,556.0926306835981,100.0,43.63671421159977,No
Treatment,Medium Value,177.70578190021715,268.5227199556896,65.79848373191294,62.05206892237024,No
Control,Medium Value,270.88246085909736,328.6850101877705,78.48271932028794,86.05284927448791,Yes
Treatment,Low Value,171.04129856272223,267.9512451975957,48.84180607711335,53.56715425,No
Treatment,Medium Value,143.0152635224628,222.50483733763693,55.83860088468164,66.48579365389257,Yes
Control,High Value,160.30969763552247,195.2120036171676,79.87339338,75.85905893085788,No
Treatment,Low Value,154.81137585891835,241.4756206124373,54.39088200958479,58.98768364,Yes
Control,High Value,268.1627005181496,332.1790949934259,89.03242337444836,100.0,No
Control,Low Value,138.6368236095387,168.33340681717576,54.15556520278767,59.22218720800649,No
Treatment,Medium Value,272.72961430660547,418.8572769271196,54.93852796094123,50.35750539282892,Yes
Treatment,High Value,297.39006277840184,457.8780770660151,92.43625740048576,100.0,Yes
Control,Medium Value,261.5209847080514,318.1873847858406,86.98283318688611,80.44202323707658,No
Treatment,Medium Value,123.83044559906864,186.0440344233344,40.44169724875189,54.73729964819993,No
Control,High Value,159.95740511345056,183.5498776415357,87.40998783,94.60826545463615,Yes
Control,Low Value,240.54224004236767,291.91631468609324,42.07926664861728,73.92144865,No
Treatment,Low Value,131.90209704660657,201.4759420035966,63.19918798169248,68.14662301077523,No
Control,High Value,178.1998594,215.4184437462829,95.75834983055064,100.0,Yes
Treatment,High Value,310.34219935099804,481.00897434794,81.3073667,76.86857112031714,Yes
Control,Medium Value,160.16243275911037,190.85503371491424,73.27503321,82.87093406417762,Yes
Treatment,Medium Value,165.57401559138663,254.18652743426605,74.10100637463685,62.35239870468735,No
Treatment,Medium Value,141.3951368816221,225.26820760407887,69.03712575627942,66.42527798461944,No
Treatment,High Value,143.1944082925779,226.51212277002017,86.72375123,61.72551904371285,No
Treatment,Low Value,238.95545757705383,376.78968467262735,62.49790789552308,64.28687490169615,No
Control,Medium Value,164.18126216449704,194.64080408168252,65.43950719636987,72.10264289412206,Yes
Treatment,Low Value,143.0665492,225.4791458171561,47.32200975839485,55.60141684,No
Control,Low Value,95.99805632,116.32744991040364,63.74831600956463,66.04267792,No
Treatment,Medium Value,307.2056175924702,469.9317691240944,67.02297516147566,64.04326081542277,Yes
Control,High Value,349.38754261306445,420.48810639125816,99.82480324234314,96.25098903968636,No
Control,Medium Value,214.13464223012176,247.49181370154287,74.59398227644762,80.68046467736603,Yes
Control,High Value,267.75709229289765,310.86602517401803,60.79681580539769,82.69497592,No
Treatment,Medium Value,190.8459074185086,291.2778692058068,70.64424152399758,90.04018331338314,Yes
Control,Medium Value,128.30600590442413,146.75833178875754,71.51086647456128,72.35318162028646,No
Control,Medium Value,211.8444804798648,264.1627812117724,80.37744176007683,78.19999962461505,No
Control,Medium Value,203.84622026439388,243.7668889196661,79.75477595308747,79.57344388784254,No
Treatment,Medium Value,254.68236944176755,416.9734970802872,79.41444568891816,72.57298919931424,Yes
Control,Low Value,132.50112328588315,159.5194548474973,37.40757079,32.25947172499523,No
Treatment,High Value,169.92578555646287,256.94284998455083,100.0,100.0,No
Treatment,Medium Value,247.3542950574022,379.7465042705076,77.45994598151202,76.71616567420848,Yes
Control,Medium Value,181.56507223942515,227.7990601647472,77.03005885040251,63.79534886045514,Yes
Treatment,Low Value,202.11920473211185,319.2648335105677,63.89811993513768,48.94635199640866,No
Control,Low Value,191.9703785722665,228.58960965573647,47.353667229302864,52.57315258534809,Yes
Control,Low Value,124.4443902034155,147.32987604585816,39.26398302274165,39.626330129415386,Yes
Treatment,Low Value,137.34028775901376,226.5168632807093,70.24902619495936,59.51358022364121,Yes
Treatment,Low Value,203.84622026439388,316.89695559556594,61.71238257504137,56.91449758807035,Yes
Treatment,High Value,183.7270001707441,277.73456511260093,77.03264002761765,80.29880734034295,No
Treatment,Low Value,160.80413842508486,241.28542044028595,70.24902619495936,73.90452664606579,Yes
Control,High Value,210.9570214106916,264.4710717062096,84.65181062467148,89.90033371913394,Yes
Control,Low Value,198.9394060803345,242.65238132909911,54.63064384368916,66.67243164901605,Yes
Control,High Value,126.08576268966526,142.3419152288142,84.26716956413594,75.81494320154813,No
Treatment,Low Value,203.84622026439388,316.89695559556594,55.76715393945073,68.16862064,Yes
Control,Low Value,246.89786869742687,291.40230117791185,53.67400700745762,55.73174673036131,No
Control,Medium Value,182.514927732182,214.4455879440169,53.67508812681212,62.089649900144096,Yes
Treatment,Low Value,196.7964773265324,307.5903489,48.37064636,51.78858359861057,No
Control,Medium Value,207.7436629618768,257.3278456940125,60.027699031435816,74.05808582801505,Yes
Control,Low Value,266.0147536576044,314.33402571054285,45.50915399621548,57.58870709998181,No
Treatment,Low Value,146.13109525207287,238.22004607479903,52.34652211985235,63.59685195093776,Yes
Control,Medium Value,173.1011479712429,216.35466284419888,70.25741889231828,91.38520333427634,No
Treatment,High Value,350.12535701950543,551.4950721844644,75.08473506802508,83.55590953015043,Yes
Control,Low Value,164.6031130658958,195.9222639597172,44.61907487670049,59.28389909067493,No
